id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,title,revenue,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_Keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,keyword_revenge,keyword_friendship,keyword_sex,keyword_suspense,keyword_sequel,keyword_love,keyword_police,keyword_teenager,keyword_nudity,keyword_female nudity,keyword_drug,keyword_prison,keyword_musical,keyword_high school,keyword_los angeles,keyword_new york,keyword_family,keyword_father son relationship,keyword_kidnapping,keyword_investigation,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
2679,0,tt0120793,en,A Price Above Rubies,About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life.,2.7832049999999997,3/26/98,117,A Price Above Rubies,1081957,0,2,Drama Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.5,2592,6.8,7,214,240,456,684,484,226,110,62,41,75,,,6.5,57,6.3,732,6.6,1131,6.3,1264,,,6.3,30,6.1,431,6.5,781,6.7,668,,,6.8,27,6.4,293,6.9,337,5.9,102,6.5,991,6.4,855
2680,25000000,tt1291584,en,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places‚Ä¶the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for ‚ÄúSparta‚Äù, the biggest MMA tournament ever held. But when Tommy‚Äôs underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",13.121626000000001,9/9/11,140,Warrior,23057115,0,2,Action Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,19,5,5,1,3,4,2,1,1,1,1,1,0,1,1,0,12,3,3,7,5,5,3,4,4,2,0,0,8.2,427585,8.2,8,84208,110907,130138,66461,20602,6968,2756,1448,1256,2841,8.2,112,8.4,110511,8.1,183613,7.7,26259,8.2,304741,8.2,92,8.4,97418,8.1,163719,7.7,22723,8.2,35020,7.5,7,8.4,11670,8.1,17665,7.8,3107,7.2,608,8.2,51271,8.1,196810
2681,463455,tt0017423,en,Sparrows,"Evil Mr.Grimes keeps a rag-tag bunch orphans on his farm deep in a swamp in the US South. He forces them to work in his garden and treats them like slaves. They are watched over by the eldest, Molly. A gang in league with Mr. Grimes kidnaps Doris, the beautiful little daughter of a rich man, and hides her out on Grimes' farm, awaiting ransom. When the police close in, and Mr. Grimes threatens to throw Doris into the bottomless mire, Molly must lead her little flock out through the alligator-infested swamp.",0.44552600000000003,5/14/26,84,Sparrows,966878,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,7.3,1148,7.5,8,164,130,300,299,135,47,27,17,21,8,,,7,89,7.3,360,7.4,449,7.3,758,,,6.9,58,7.3,295,7.4,382,7.3,154,,,7.4,31,7.2,59,7.4,62,6.4,114,7.5,476,7.1,382
2682,5000000,tt0109578,en,Death Wish 5: The Face of Death,"Paul Kersey is back at working vigilante justice when when his fianc√©e, Olivia, has her business threatened by mobsters",3.595599,1/14/94,95,Death Wish 5: The Face of Death,1702394,1,4,Action Crime Drama Thriller,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,7,1,2,1,1,1,2,1,1,1,1,1,0,1,2,0,8,1,3,0,4,3,1,1,1,0,0,0,4.9,6847,5.1,5,580,140,307,538,1066,1475,1125,724,418,474,4,2,5,459,4.9,3008,4.9,1998,4.9,5277,4,2,5,424,4.8,2861,4.9,1825,5.3,310,,,5.1,32,5.5,126,5.2,147,4.6,261,5.1,1838,4.8,3234
2683,3000000,tt0055256,en,"One, Two, Three",A Coca-Cola executive in West Berlin tries to keep the boss's daughter from marrying a Communist.,3.044499,12/15/61,115,"One, Two, Three",4000000,0,2,Comedy Family,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,3,0,1,2,1,0,1,1,1,2,0,0,0,0,0,6,5,3,2,3,0,2,2,1,0,0,0,7.9,18998,7.9,8,3450,3788,5559,3237,1397,566,335,291,192,183,9,3,8,1744,7.9,7225,7.9,5551,7.9,12784,9,3,8,1402,7.9,6187,7.9,4857,7.9,1920,,,8,319,7.8,942,7.8,602,7.5,354,7.8,3780,7.9,9768
2684,11500000,tt0098084,en,Pet Sematary,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",8.365761000000001,4/21/89,103,Pet Sematary,57469467,1,2,Drama Horror,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,2,0,0,0,6.6,92050,6.7,7,6610,5434,14298,25885,21026,9899,4532,2051,1149,1166,6.1,48,6.5,11859,6.6,43635,6.5,14628,6.5,57763,6,31,6.5,8351,6.6,34787,6.4,11996,6.7,14766,6.9,7,6.6,3264,6.8,8305,6.7,2406,6.1,587,6.6,22027,6.5,39117
2685,0,tt0083190,en,Thief,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",10.480229,3/27/81,122,Thief,4300000,0,4,Action Crime Drama Thriller,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5,1,2,0,3,0,1,1,1,0,0,0,7.4,24314,7.5,8,2340,2952,6991,7010,3015,1082,433,172,121,198,8.3,6,7.6,2946,7.4,10668,7.3,5492,7.4,18593,8.7,5,7.6,2784,7.4,10086,7.3,5101,7.1,913,7,1,7.3,116,7,442,7.2,320,6.8,420,7.6,6521,7.3,11088
2686,8000000,tt0105128,en,Pet Sematary II,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",6.8234449999999995,8/28/92,100,Pet Sematary II,17092453,1,1,Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,4,0,2,1,2,2,1,0,0,0,4.9,18953,5,5,1059,374,871,1830,3061,4064,3279,2030,1269,1116,5.6,6,5,1695,5,9856,4.6,2962,4.8,12272,4.3,3,4.9,1247,4.9,8075,4.5,2484,5.2,2666,5.5,2,5.3,423,5.3,1677,4.9,436,4.5,380,4.9,5159,4.8,7856
2687,0,tt0833448,ru,Лифт,"A psychological thriller. One quite ordinary summer morning five different and unacquainted people leave their apartments at different floors and enter the lift. The doors close behind the last passenger and the lift starts descending. The moments pass, but the lift is not going to stop, the impression of endless moving appears and grows. Panic transforms into fear with every passing minute, situation is getting out of control. The lift cage transforms into closed space, into moving rattrap from which there is no escape. How would the five people behave in such hopeless situation? Their souls are assaulted by doubts and fear, they are filled with overwhelming feeling of inevitability and despair as around them the ordinary is turning into the unreal. Have you ever wondered what your companions in the lift are? Are they really what they claim to be? Or maybe you should fear them?",0.158207,7/1/06,88,Lift,123182,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3,261,3.9,3,17,2,11,14,24,28,28,34,32,71,,,2.8,50,3.6,134,4.9,28,3.5,187,,,2.9,41,3.7,114,5.1,24,2.7,33,,,2.3,9,3,20,4,4,3,8,3.4,7,3.5,193
2688,2000000,tt0090095,fr,Subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with H√©l√©na, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",8.066663,4/10/85,104,Subway,390659,0,2,Action Thriller,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,0,0,6.6,13774,6.7,7,1047,997,2435,3583,2839,1441,691,304,222,215,7,1,6.9,748,6.5,5252,6.5,4399,6.5,9329,,,6.9,578,6.5,4582,6.5,3900,6.7,1217,7,1,7,151,6.6,595,6.5,428,6,257,6.5,1217,6.5,8432
2689,4500000,tt2265171,id,The Raid 2: Berandal,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",8.434884,3/27/14,150,The Raid 2,2627209,1,3,Action Crime Thriller,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,3,4,1,0,1,0,2,3,0,0,0,1,0,1,1,7,9,0,1,1,1,2,1,1,0,0,0,8,112076,8.1,8,24730,23540,31081,19221,7251,2865,1239,612,413,1124,7.5,34,8.2,27361,7.9,48819,7.4,7991,8,85675,7.2,24,8.2,25820,7.9,46309,7.4,7388,7.7,4030,7.8,8,8,1241,7.7,1964,7.1,441,7.2,406,8.1,12185,7.8,53908
2690,85000000,tt0120889,en,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",11.218378,10/2/98,113,What Dreams May Come,71485043,0,3,Drama Fantasy Romance,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,2,4,1,1,2,2,1,1,0,1,0,0,0,0,0,8,1,1,0,2,0,1,1,2,0,0,0,7.1,100846,7.2,7,15295,11481,19628,23666,14568,7378,3720,2064,1270,1776,6.6,24,7.2,11682,7.1,51458,6.7,15859,6.9,59196,6.1,14,7,7247,7,37366,6.7,12388,7.4,21984,7.7,7,7.5,4232,7.4,13475,7.2,3250,6.1,531,6.9,24592,7,43882
2691,32000000,tt1135084,en,Takers,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",7.000421,8/26/10,107,Takers,69055695,0,4,Action Crime Drama Thriller,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,4,0,0,1,0,0,0,0,6.2,57022,6.4,6,4538,2421,6850,13887,14781,7492,3191,1517,837,1508,6.1,14,6.5,12274,6.1,27997,6,6843,6.2,41596,6.4,12,6.5,9909,6.1,24181,6,5796,6.6,7068,3,2,6.9,2204,6.4,3532,6.5,950,5.6,377,6.1,10051,6.2,29686
2692,22000000,tt0192255,en,The Little Vampire,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",9.418339999999999,10/27/00,95,The Little Vampire,13555988,0,2,Family Horror,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.7,9455,6.2,6,1310,380,815,1384,2000,1700,865,443,260,298,,,6,3146,5.3,2881,5.6,1113,5.3,4347,,,5.5,1624,5,1743,5.3,797,6.5,3063,,,6.8,1468,6.1,1107,6.5,303,5.2,193,5.8,2715,5.5,3441
2693,25000000,tt0106856,en,Falling Down,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",10.175138,2/26/93,113,Falling Down,40903593,0,3,Crime Drama Thriller,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,17,3,1,1,0,1,1,1,0,1,1,1,1,1,2,0,12,1,3,0,1,4,1,1,1,0,0,0,7.6,166651,7.6,8,15221,23289,57005,45823,16178,5192,1834,889,478,742,8,34,7.6,18864,7.6,83952,7.5,27827,7.6,122781,7.9,25,7.6,16995,7.6,76691,7.5,24569,7.4,11209,8.4,7,7.5,1587,7.4,6363,7.2,2831,7.5,672,7.5,29786,7.6,86289
